4.476190476	60	10.4	0.5	1.6268	15.75	66.47	41	0.9678	3.72	11.825	44.375
4.523809524	61	10.3	0.53	1.6268	15.12	67.252	26	0.9676	3.73	13.76	36.25
4.714285714	61	11.5	0.74	0.7968	17.64	82.11	32	0.9698	3.74	14.405	16.5625
5.238095238	60	8.4	0.465	1.6268	15.75	68.816	42	0.9666	3.86	16.77	33.125
4.476190476	60	11	0.73	0.7968	15.12	60.214	9	0.9674	3.59	12.255	10.3125
4.904761905	59	13	0.48	1.6268	17.01	76.636	15	0.9704	3.66	13.115	13.125
4.904761905	61	13	0.48	1.6268	17.01	76.636	15	0.9704	3.66	13.115	13.125
4.476190476	60	11	0.73	0.7968	15.12	60.214	9	0.9674	3.59	12.255	10.3125
5.333333333	59	12.3	0.6	2.4568	32.445	78.2	8	0.9696	3.72	13.33	5.3125
4.571428571	58	10.3	0.69	0.7968	20.79	78.982	23	0.9688	3.76	14.405	14.6875
4.714285714	64	10.4	0.815	0.7968	13.23	54.74	8	0.9666	3.62	12.685	6.25
4.333333333	59	10.2	0.57	1.6268	16.38	73.508	41	0.9682	3.58	12.685	33.125
5.476190476	59	6.1	1.14	0.7968	10.08	39.1	35	0.9634	4.24	13.33	30
5.285714286	58	16.6	0.745	1.6268	26.46	74.29	13	0.97315	3.42	15.91	7.1875
5.285714286	59	16.6	0.745	1.6268	26.46	74.29	13	0.97315	3.42	15.91	7.1875
5.285714286	60	16.7	0.745	1.6268	26.46	74.29	13	0.97315	3.42	15.91	7.1875
5.428571429	61	13.8	0.7	1.6268	17.64	58.65	8	0.9694	3.64	12.255	5.9375
4.380952381	58	10.1	0.54	1.6268	15.12	60.996	29	0.9678	3.73	12.47	37.8125
4.380952381	58	10.1	0.64	1.6268	18.27	73.508	44	0.9682	3.58	13.115	34.375
5.428571429	60	13.8	0.7	1.6268	17.64	58.65	8	0.9694	3.64	12.255	5.9375
4.952380952	60	11.3	0.34	1.6268	15.12	58.65	13	0.9678	3.64	13.115	8.75
4.523809524	63	9.9	0.54	1.6268	17.64	64.906	21	0.9682	3.8	12.9	34.6875
4.666666667	62	9.9	0.57	1.6268	18.27	66.47	20	0.9682	3.79	12.9	34.375
4.571428571	61	13.4	0.6	1.6268	13.86	69.598	8	0.9702	3.69	9.46	4.375
4.571428571	59	13.4	0.6	1.6268	13.86	69.598	8	0.9702	3.69	9.46	4.375
4.380952381	63	12.8	0.59	1.6268	13.86	64.906	8	0.97	3.69	9.245	4.6875
4.428571429	64	8.4	0.83	0.7968	11.97	84.456	21	0.9667	3.76	12.685	31.875
4.619047619	60	10.1	0.55	1.6268	16.38	65.688	24	0.9687	3.85	12.255	23.4375
4.619047619	61	10.1	0.55	1.6268	16.38	65.688	24	0.9687	3.85	12.255	23.4375
4.285714286	63	11	0.59	1.9256	22.05	73.508	12	0.9704	3.79	12.47	13.4375
4.523809524	61	9	0.82	0.5644	16.38	75.072	23	0.9678	3.9	11.395	11.875
4.428571429	58	10	0.695	1.3612	49.77	67.252	33	0.9698	3.77	12.255	34.0625
4.428571429	63	8.8	0.935	0	16.38	63.342	9	0.9675	3.8	11.18	4.375
4.380952381	59	9.9	0.34	1.7928	15.75	64.906	28	0.9683	3.89	11.61	17.8125
4.476190476	59	14.3	0.48	1.826	17.01	63.342	8	0.9706	3.48	11.61	5
4.666666667	59	9.3	0.49	1.2616	9.45	45.356	13	0.9662	3.76	15.91	9.0625
4.619047619	63	10.7	0.7	1.66	14.49	61.778	31	0.9697	4	12.255	22.1875
4.619047619	58	10.7	0.7	1.66	14.49	61.778	31	0.9697	4	12.255	22.1875
4.857142857	62	12.5	0.56	1.66	17.01	95.404	7	0.9706	3.63	15.05	5.3125
4.428571429	64	12.4	0.47	1.3612	14.49	68.816	9	0.9688	3.59	17.2	5
4.476190476	61	9.4	0.64	0.7968	21.42	59.432	19	0.9676	3.77	13.115	35
4.476190476	61	9.3	0.66	0.7636	21.42	60.996	17	0.9676	3.78	13.33	32.5
4.523809524	58	11.1	0.68	0.7304	11.97	62.56	12	0.9674	3.63	11.825	10
4.857142857	60	7.9	0.79	0	35.28	96.968	24	0.9697	3.96	15.48	18.125
4.857142857	59	7.9	0.79	0	35.28	96.968	24	0.9697	3.96	15.48	18.125
4.333333333	59	9.9	0.7	0.9628	13.86	76.636	8	0.9688	3.86	10.535	4.6875
4.333333333	62	9.9	0.7	0.9628	13.86	76.636	8	0.9688	3.86	10.535	4.6875
4.428571429	64	8.7	0.785	0.7636	14.49	86.802	23	0.9664	3.71	13.115	26.25
4.523809524	62	11.5	0.38	1.7928	17.01	82.11	8	0.9688	3.75	13.545	5.9375
4.523809524	64	9	0.45	0.6972	11.97	57.086	49	0.9664	3.77	12.47	31.875
4.619047619	58	9.8	0.94	0	8.82	50.83	27	0.9654	3.77	11.825	10.3125
4.476190476	59	10.7	0.98	0.9296	15.12	67.252	33	0.9679	3.74	11.395	45.9375
4.476190476	64	10.6	0.985	0.8964	14.49	65.688	34	0.9678	3.74	11.395	45.3125
4.476190476	60	11	0.64	1.494	14.49	55.522	19	0.9691	3.89	13.33	12.5
4.523809524	62	10.6	0.69	1.4608	14.49	55.522	24	0.9692	3.96	13.545	21.25
4.476190476	63	11	0.64	1.494	14.49	55.522	19	0.9691	3.89	13.33	12.5
4.523809524	64	10.6	0.69	1.4608	14.49	55.522	24	0.9692	3.96	13.545	21.25
4.476190476	59	11	0.64	1.494	14.49	55.522	19	0.9691	3.89	13.33	12.5
4.80952381	63	8.4	0.77	0.166	22.68	83.674	9	0.9672	3.9	13.545	6.25
4.571428571	62	11.8	0.53	1.2948	13.86	82.892	11	0.9686	3.39	10.75	10
5.333333333	58	10.9	0.98	0.83	15.75	81.328	38	0.971	3.91	14.405	48.4375
7.095238095	64	17	0.46	2.158	47.25	75.072	25	0.9676	3.48	18.06	22.1875
4.523809524	63	9.7	0.57	1.5604	15.12	57.868	10	0.9679	3.58	9.89	9.0625
4.476190476	58	10.8	0.65	0.5644	18.27	68.034	23	0.9704	3.64	13.115	16.5625
4.571428571	64	11.8	0.53	1.2948	13.86	82.892	11	0.9686	3.39	10.75	10
4.285714286	59	8.6	0.52	1.0292	10.08	62.56	18	0.9678	3.81	13.76	13.125
4.857142857	60	13.2	0.5	1.7264	12.6	71.944	18	0.97	3.53	14.19	16.875
4.619047619	58	10.5	0.69	0.4648	12.6	65.688	28	0.9681	3.64	12.04	15
5.238095238	61	11.1	0.83	1.4276	14.49	46.138	18	0.9666	3.65	12.255	9.6875
4.761904762	59	8	0.5	0.7968	15.75	64.906	33	0.9659	3.76	12.47	14.0625
4.523809524	60	9.3	0.83	0.6972	10.71	57.868	8	0.9668	3.7	11.18	4.0625
4.523809524	58	10.9	1.34	1.1288	12.6	61.778	35	0.968	3.65	11.395	47.1875
4.523809524	58	9.3	0.83	0.6972	10.71	57.868	8	0.9668	3.7	11.18	4.0625
4.857142857	58	10.4	0.51	1.2948	13.86	50.048	15	0.9684	3.76	13.975	9.6875
4.714285714	61	9.7	0.9	0.3652	14.49	65.688	15	0.9679	3.9	10.32	9.6875
4.761904762	60	9.4	0.88	0.332	16.38	63.342	48	0.9683	3.98	11.395	27.1875
4.571428571	60	11.9	0.36	1.494	20.79	46.92	23	0.9672	3.63	11.61	15.3125
4.285714286	62	14.4	0.53	1.9256	11.97	54.74	18	0.9704	3.56	10.535	12.5
4.666666667	60	9.6	0.56	1.0292	14.175	60.996	35	0.968	3.83	11.61	18.125
5.380952381	62	9.2	0.88	0.7636	16.38	46.138	8	0.967	3.87	12.04	4.6875
4.476190476	63	10.9	1.08	1.0624	14.49	60.996	38	0.968	3.75	10.32	47.5
5.380952381	60	9.2	0.88	0.7636	16.38	46.138	8	0.967	3.87	12.04	4.6875
4.333333333	59	8.2	0.75	0.5976	11.34	54.74	16	0.967	3.94	12.9	12.5
4.619047619	60	10.2	0.74	0.7636	19.53	74.29	16	0.9698	3.78	12.685	11.875
4.476190476	59	8.8	0.76	0.1328	10.08	30.498	7	0.9662	3.9	10.105	2.8125
4.476190476	64	9.2	0.48	1.5936	11.34	122.774	8	0.9676	3.8	22.575	5.3125
4.666666667	62	10.3	1.02	0.7968	16.38	68.034	15	0.9698	3.98	11.61	29.0625
4.285714286	62	9.7	0.59	1.6932	12.6	330.004	19	0.9679	3.53	25.155	19.375
4.476190476	60	10.1	0.58	1.0624	17.64	65.688	24	0.9684	3.82	13.33	38.125
4.476190476	63	10.1	0.57	1.0292	17.01	65.688	27	0.9684	3.81	13.115	39.0625
4.619047619	60	10.5	0.715	0.9296	20.16	68.034	21	0.9701	3.81	11.395	22.5
4.714285714	64	9.5	1.135	0.498	37.8	57.086	14	0.969	3.87	10.535	16.875
4.761904762	59	8.1	0.88	0.2656	12.6	72.726	13	0.9656	3.9	10.105	5.9375
5	58	8.5	0.59	0.6308	18.9	60.214	19	0.9666	3.87	10.965	11.5625
4.80952381	58	11.7	1.125	1.4276	17.64	62.56	24	0.9685	3.56	12.255	26.25
4.523809524	63	10	0.665	1.1288	18.9	72.726	19	0.9698	3.88	13.115	35
4.476190476	61	9.8	0.79	0	20.16	65.688	16	0.9692	3.86	9.675	10.3125
4.476190476	63	9.1	0.53	1.1952	14.49	58.65	13	0.9676	3.84	9.89	15
4.666666667	61	11	0.84	0.9296	16.38	60.996	24	0.968	3.78	10.965	24.0625
4.476190476	61	9.1	0.53	1.1952	14.49	58.65	13	0.9676	3.84	9.89	15
4.761904762	61	8.7	0.56	0.3652	16.38	61.778	15	0.9668	3.71	12.255	15.3125
4.571428571	63	9.5	0.66	0.1328	12.6	64.124	13	0.9676	3.72	9.46	6.875
4.523809524	59	8.2	0.76	0	24.57	67.252	20	0.9676	3.96	11.61	14.0625
4.571428571	63	9.5	0.66	0.1328	12.6	64.124	13	0.9676	3.72	9.46	6.875
4.380952381	60	10	0.58	0.7968	17.955	73.508	38	0.9682	3.6	11.395	33.125
4.761904762	63	8.7	0.52	0.2656	17.01	65.688	18	0.9668	3.71	12.685	15
4.523809524	61	8.2	0.41	0.996	13.86	41.446	39	0.9665	3.44	34.83	39.6875
4.952380952	58	10.1	0.76	0.5644	18.9	60.214	8	0.9676	3.79	11.825	4.0625
4.523809524	62	7.5	0.67	0.0664	11.34	52.394	7	0.967	3.96	14.62	3.4375
4.523809524	63	7.5	0.67	0.0664	11.34	52.394	7	0.967	3.96	14.62	3.4375
4.571428571	60	10.6	0.65	2.1912	14.49	302.634	15	0.9682	3.67	14.405	11.5625
5.476190476	63	10	0.975	0.4316	21.735	68.816	7	0.9694	3.94	11.18	4.375
4.571428571	59	8.4	0.935	0.0996	13.23	71.944	13	0.9666	3.89	10.105	5.9375
4.523809524	64	8.1	0.55	1.1288	17.01	64.124	19	0.968	4.05	12.9	22.5
4.428571429	61	8.8	0.66	0.664	12.6	58.65	12	0.9687	3.98	13.33	12.1875
4.523809524	60	8.8	1.065	0.332	13.23	87.584	14	0.9663	3.76	10.75	6.875
4.523809524	60	8.8	1.065	0.332	13.23	87.584	14	0.9663	3.76	10.75	6.875
4.380952381	62	10.1	0.56	0.7636	17.64	71.944	31	0.9683	3.6	12.04	32.5
4.428571429	61	10.1	0.79	0	15.12	68.816	22	0.969	3.85	12.9	11.875
4.523809524	61	10.3	0.63	0.7968	16.38	60.996	31	0.96788	3.71	12.255	43.4375
4.380952381	63	7.6	0.715	0	11.97	50.83	12	0.9672	3.96	13.975	5.625
4.761904762	58	12.7	0.51	1.9256	17.64	75.072	28	0.97024	3.63	11.395	31.5625
4.523809524	60	12.2	0.49	1.7928	17.01	74.29	24	0.9701	3.63	10.965	31.5625
4.476190476	58	9.7	0.43	1.328	16.38	64.906	19	0.96782	3.8	10.32	21.25
4.523809524	64	9.4	0.75	0.332	18.27	69.598	20	0.96803	3.79	11.825	12.5
4.523809524	58	9.4	0.75	0.332	18.27	69.598	20	0.96803	3.79	11.825	12.5
